0,1,2,3,4,5,6,7,8,9,10,11,12,13
Pacific Potentilla (Epilobium canum ssp. canum),Pacific Potentilla (Epilobium canum ssp. canum),Pacific Potentilla (Epilobium canum ssp. canum),Pacific Potentilla (Epilobium canum ssp. canum),Pacific Potentilla (Epilobium canum ssp. canum),Pacific Potentilla (Epilobium canum ssp. canum),Pacific Potentilla (Epilobium canum ssp. canum),"Perennial herb, Shrub, Vine",White,"Winter, Spring, Summer",,"*
White-lined Sphinx
Hyles lineata

*
Morning-glory Plume Moth
Emmelina monodactyla

*
Yellowstriped Armyworm Moth
Spodoptera ornithogalli

*
Orange Tortrix Moth
Argyrotaenia franciscana","White-lined Sphinx
Hyles lineata","Morning-glory Plume Moth
Emmelina monodactyla"
Bitter Gooseberry (Potentilla anserina ssp. pacifica),Bitter Gooseberry (Potentilla anserina ssp. pacifica),Bitter Gooseberry (Potentilla anserina ssp. pacifica),Bitter Gooseberry (Potentilla anserina ssp. pacifica),Bitter Gooseberry (Potentilla anserina ssp. pacifica),Bitter Gooseberry (Potentilla anserina ssp. pacifica),Bitter Gooseberry (Potentilla anserina ssp. pacifica),Perennial herb,3 ft tall,Red,"Summer, Fall",,"*
White-lined Sphinx
Hyles lineata

*
Black-Banded Carpet
Antepirrhoe semiatrata

*
Elegant Aristotelia Moth
Aristotelia elegantella

*
Ornate Moth
Utetheisa ornatrix

*
Clark's Day Sphinx Moth
Proserpinus clarkiae

*
Double-Banded Carpet
Spargania magnoliata","White-lined Sphinx
Hyles lineata"
Douglas' Nightshade (Ribes amarum),Douglas' Nightshade (Ribes amarum),Douglas' Nightshade (Ribes amarum),Douglas' Nightshade (Ribes amarum),Douglas' Nightshade (Ribes amarum),Douglas' Nightshade (Ribes amarum),Douglas' Nightshade (Ribes amarum),Perennial herb,Yellow,Spring,,"*
Edith's Copper
Lycaena editha

*
Two-banded Checkered-Skipper
Pyrgus ruralis

*
Purplish Copper
Lycaena helloides

*
White-lined Sphinx
Hyles lineata

*
Elegant Sheepmoth
Hemileuca eglanterina

*
Sulphur Moth
Hesperumia sulphuraria","Edith's Copper
Lycaena editha","Two-banded Checkered-Skipper
Pyrgus ruralis"
Parish's Pickleweed (Solanum douglasii),Parish's Pickleweed (Solanum douglasii),Parish's Pickleweed (Solanum douglasii),Parish's Pickleweed (Solanum douglasii),Parish's Pickleweed (Solanum douglasii),Parish's Pickleweed (Solanum douglasii),Parish's Pickleweed (Solanum douglasii),Shrub,3.3 - 6.6 ft tall,Winter Deciduous,"Red, White, Pink, Purple",Spring,,"*
Hoary Comma
Polygonia gracilis

*
Milbert's Tortoiseshell
Aglais milberti

*
Satyr Comma
Polygonia satyrus

*
Green Comma
Polygonia faunus

*
Tailed Copper
Lycaena arota

*
Oreas Comma
Polygonia oreas"
Pinpoint Clover (Arthrocnemum subterminale),Pinpoint Clover (Arthrocnemum subterminale),Pinpoint Clover (Arthrocnemum subterminale),Pinpoint Clover (Arthrocnemum subterminale),Pinpoint Clover (Arthrocnemum subterminale),Pinpoint Clover (Arthrocnemum subterminale),Pinpoint Clover (Arthrocnemum subterminale),Perennial herb,3.5 - 7 ft tall,"White, Lavender","Winter, Spring, Summer, Fall",,"*
White-lined Sphinx
Hyles lineata

*
Alfalfa Looper Moth
Autographa californica

*
Carolina Sphinx
Manduca sexta

*
Armyworm Moth
Mythimna unipuncta

*
Subterranean Dart
Feltia subterranea

*
Isabella Tiger Moth
Pyrrharctia isabella","White-lined Sphinx
Hyles lineata"
Seablite (Trifolium gracilentum),Seablite (Trifolium gracilentum),Seablite (Trifolium gracilentum),Seablite (Trifolium gracilentum),Seablite (Trifolium gracilentum),Seablite (Trifolium gracilentum),Seablite (Trifolium gracilentum),Perennial herb,0.33 - 1 ft tall,,"*
White-lined Sphinx
Hyles lineata","White-lined Sphinx
Hyles lineata",Full Sun,Moderate - High
Meadow Barley (Suaeda taxifolia),Meadow Barley (Suaeda taxifolia),Meadow Barley (Suaeda taxifolia),Meadow Barley (Suaeda taxifolia),Meadow Barley (Suaeda taxifolia),Meadow Barley (Suaeda taxifolia),Meadow Barley (Suaeda taxifolia),Annual herb,"Purple, Pink",Spring,,"*
Gray Hairstreak
Strymon melinus

*
Orange Sulphur
Colias eurytheme

*
Southern Dogface
Zerene cesonia

*
Shasta Blue
Icaricia shasta

*
Greenish Blue
Icaricia saepiolus

*
Persius Duskywing
Erynnis persius","Gray Hairstreak
Strymon melinus","Orange Sulphur
Colias eurytheme"
Willow Dock (Hordeum brachyantherum ssp. brachyantherum),Willow Dock (Hordeum brachyantherum ssp. brachyantherum),Willow Dock (Hordeum brachyantherum ssp. brachyantherum),Willow Dock (Hordeum brachyantherum ssp. brachyantherum),Willow Dock (Hordeum brachyantherum ssp. brachyantherum),Willow Dock (Hordeum brachyantherum ssp. brachyantherum),Willow Dock (Hordeum brachyantherum ssp. brachyantherum),Shrub,5 ft tall,"Yellow, Red",,"*
Western Pygmy Blue
Brephidium exilis

*
White-lined Sphinx
Hyles lineata","Western Pygmy Blue
Brephidium exilis","White-lined Sphinx
Hyles lineata"
Brownhead Rush (Rumex salicifolius),Brownhead Rush (Rumex salicifolius),Brownhead Rush (Rumex salicifolius),Brownhead Rush (Rumex salicifolius),Brownhead Rush (Rumex salicifolius),Brownhead Rush (Rumex salicifolius),Brownhead Rush (Rumex salicifolius),Grasses,3 ft tall,Brown,,"*
White-lined Sphinx
Hyles lineata

*
Alfalfa Looper Moth
Autographa californica

*
Venerable Dart
Agrotis venerabilis

*
Armyworm Moth
Mythimna unipuncta

*
Bilobed Looper Moth
Megalographa biloba

*
Bronzed Cutworm
Nephelodes minians","White-lined Sphinx
Hyles lineata","Alfalfa Looper Moth
Autographa californica"
Southern Cattail (Juncus phaeocephalus),Southern Cattail (Juncus phaeocephalus),Southern Cattail (Juncus phaeocephalus),Southern Cattail (Juncus phaeocephalus),Southern Cattail (Juncus phaeocephalus),Southern Cattail (Juncus phaeocephalus),Southern Cattail (Juncus phaeocephalus),Perennial Herb,1 - 3 ft tall,,"Gray Hairstreak
Strymon melinus

Purplish Copper
Lycaena helloides

Ruddy Copper
Lycaena rubidus

Great Copper
Lycaena xanthoides

*
Edith's Copper
Lycaena editha

*
American Copper
Lycaena phlaeas","Gray Hairstreak
Strymon melinus","Purplish Copper
Lycaena helloides","Ruddy Copper
Lycaena rubidus"
Estuary Seablite (Typha domingensis),Estuary Seablite (Typha domingensis),Estuary Seablite (Typha domingensis),Estuary Seablite (Typha domingensis),Estuary Seablite (Typha domingensis),Estuary Seablite (Typha domingensis),Estuary Seablite (Typha domingensis),Grasses,0.8 - 1.6 ft tall,Brown,,"*
White-lined Sphinx
Hyles lineata

*
Red Swordgrass Moth
Xylena nupera

*
Yellow-Collared Scape Moth
Cisseps fulvicollis

*
Javelin Moth
Bactra verutana

*
Mottled Marble
Bactra furfurana

*
Thopeutis forbesellus","White-lined Sphinx
Hyles lineata","Red Swordgrass Moth
Xylena nupera"
Shore Grass (Suaeda esteroa),Shore Grass (Suaeda esteroa),Shore Grass (Suaeda esteroa),Shore Grass (Suaeda esteroa),Shore Grass (Suaeda esteroa),Shore Grass (Suaeda esteroa),Shore Grass (Suaeda esteroa),Perennial herb,13 ft tall,,"*
White-lined Sphinx
Hyles lineata

*
Verbena Bud Moth
Endothenia hebesana

*
Oblong Sedge Borer Moth
Capsula oblonga

*
Oblique-Banded Leafroller Moth
Choristoneura rosaceana

*
Cattail Border Moth
Bellura obliqua

*
Bactra maiorina","White-lined Sphinx
Hyles lineata","Verbena Bud Moth
Endothenia hebesana","Oblong Sedge Borer Moth
Capsula oblonga"
Coyote Brush (Distichlis littoralis),Coyote Brush (Distichlis littoralis),Coyote Brush (Distichlis littoralis),Coyote Brush (Distichlis littoralis),Coyote Brush (Distichlis littoralis),Coyote Brush (Distichlis littoralis),Coyote Brush (Distichlis littoralis),Perennial herb,0.33 - 2 ft tall,,"*
Western Pygmy Blue
Brephidium exilis

*
White-lined Sphinx
Hyles lineata","Western Pygmy Blue
Brephidium exilis","White-lined Sphinx
Hyles lineata",Moderate - High
Bush Monkey Flower (Baccharis pilularis ssp. consanguinea),Bush Monkey Flower (Baccharis pilularis ssp. consanguinea),Bush Monkey Flower (Baccharis pilularis ssp. consanguinea),Bush Monkey Flower (Baccharis pilularis ssp. consanguinea),Bush Monkey Flower (Baccharis pilularis ssp. consanguinea),Bush Monkey Flower (Baccharis pilularis ssp. consanguinea),Bush Monkey Flower (Baccharis pilularis ssp. consanguinea),Grasses,Brown,,"*
Sandhill Skipper
Polites sabuleti

*
Wandering Skipper
Panoquina errans

*
Sachem
Atalopedes campestris

*
White-lined Sphinx
Hyles lineata

*
Armyworm Moth
Mythimna unipuncta","Sandhill Skipper
Polites sabuleti","Wandering Skipper
Panoquina errans","Sachem
Atalopedes campestris"
Early Harvest Brodiaea (Mimulus aurantiacus var. aurantiacus),Early Harvest Brodiaea (Mimulus aurantiacus var. aurantiacus),Early Harvest Brodiaea (Mimulus aurantiacus var. aurantiacus),Early Harvest Brodiaea (Mimulus aurantiacus var. aurantiacus),Early Harvest Brodiaea (Mimulus aurantiacus var. aurantiacus),Early Harvest Brodiaea (Mimulus aurantiacus var. aurantiacus),Early Harvest Brodiaea (Mimulus aurantiacus var. aurantiacus),Shrub,3.5 - 7 ft tall,Evergreen,"Cream, White",,"*
Gabb's Checkerspot
Chlosyne gabbii

*
Fatal Metalmark
Calephelis nemesis

*
White-lined Sphinx
Hyles lineata

*
Coyote Brush Gall Moth
Gnorimoschema baccharisella

*
Salt Marsh Moth or Acrea Moth
Estigmene acrea

*
Common Gray
Anavitrinella pampinaria","Gabb's Checkerspot
Chlosyne gabbii"
Small Flowered Evening Primrose (Brodiaea coronaria),Small Flowered Evening Primrose (Brodiaea coronaria),Small Flowered Evening Primrose (Brodiaea coronaria),Small Flowered Evening Primrose (Brodiaea coronaria),Small Flowered Evening Primrose (Brodiaea coronaria),Small Flowered Evening Primrose (Brodiaea coronaria),Small Flowered Evening Primrose (Brodiaea coronaria),Shrub,0.33 - 4.9 ft tall,"Yellow, Cream",,"*
Common Buckeye
Junonia coenia

*
Variable Checkerspot
Euphydryas chalcedona

*
Mylitta Crescent
Phyciodes mylitta

*
Edith's Checkerspot
Euphydryas editha

*
White-lined Sphinx
Hyles lineata

*
Bilobed Looper Moth
Megalographa biloba","Common Buckeye
Junonia coenia","Variable Checkerspot
Euphydryas chalcedona"
Peppergrass (Camissoniopsis micrantha),Peppergrass (Camissoniopsis micrantha),Peppergrass (Camissoniopsis micrantha),Peppergrass (Camissoniopsis micrantha),Peppergrass (Camissoniopsis micrantha),Peppergrass (Camissoniopsis micrantha),Peppergrass (Camissoniopsis micrantha),Perennial herb,9.8 in tall,"Blue, Lavender, Purple",Spring,,"*
White-lined Sphinx
Hyles lineata","White-lined Sphinx
Hyles lineata"
Dunedelion (Lepidium nitidum),Dunedelion (Lepidium nitidum),Dunedelion (Lepidium nitidum),Dunedelion (Lepidium nitidum),Dunedelion (Lepidium nitidum),Dunedelion (Lepidium nitidum),Dunedelion (Lepidium nitidum),Annual herb,1 - 2 ft tall,Yellow,,"*
White-lined Sphinx
Hyles lineata

*
Pacific Green Sphinx Moth
Proserpinus lucidus

*
Phaeton Primrose Sphinx Moth
Euproserpinus phaeton

*
Ridings' Forester Moth
Alypia ridingsii

*
Clark's Day Sphinx Moth
Proserpinus clarkiae","White-lined Sphinx
Hyles lineata","Pacific Green Sphinx Moth
Proserpinus lucidus"
Matscale (Malacothrix incana),Matscale (Malacothrix incana),Matscale (Malacothrix incana),Matscale (Malacothrix incana),Matscale (Malacothrix incana),Matscale (Malacothrix incana),Matscale (Malacothrix incana),Annual herb,1.3 ft tall,White,,"*
Checkered White
Pontia protodice

*
Becker's White
Pontia beckerii

*
Western White
Pontia occidentalis

*
Large Marble
Euchloe ausonides

*
Pearly Marble
Euchloe hyantis

*
Desert Marble
Euchloe lotta","Checkered White
Pontia protodice","Becker's White
Pontia beckerii"
Watercress (Atriplex watsonii),Watercress (Atriplex watsonii),Watercress (Atriplex watsonii),Watercress (Atriplex watsonii),Watercress (Atriplex watsonii),Watercress (Atriplex watsonii),Watercress (Atriplex watsonii),Perennial herb,2.3 ft tall,Yellow,"Winter, Spring, Summer, Fall",,"*
White-lined Sphinx
Hyles lineata

*
Alfalfa Looper Moth
Autographa californica

*
Heliolonche joaquinensis","White-lined Sphinx
Hyles lineata"
Tractscale (Nasturtium officinale),Tractscale (Nasturtium officinale),Tractscale (Nasturtium officinale),Tractscale (Nasturtium officinale),Tractscale (Nasturtium officinale),Tractscale (Nasturtium officinale),Tractscale (Nasturtium officinale),Perennial herb,3.3 ft tall,Green,,"*
Common Sootywing
Pholisora catullus

*
Western Pygmy Blue
Brephidium exilis

*
Mohave Sootywing
Hesperopsis libya

*
San Emigdio Blue
Plebejus emigdionis

*
White-lined Sphinx
Hyles lineata

*
Western Tussock Moth
Orgyia vetusta","Common Sootywing
Pholisora catullus","Western Pygmy Blue
Brephidium exilis"
Hairy Lotus (Atriplex serenana),Hairy Lotus (Atriplex serenana),Hairy Lotus (Atriplex serenana),Hairy Lotus (Atriplex serenana),Hairy Lotus (Atriplex serenana),Hairy Lotus (Atriplex serenana),Hairy Lotus (Atriplex serenana),Perennial herb,Evergreen,"White, Green","Spring, Summer, Fall",,"*
Sara Orangetip
Anthocharis sara

*
Margined White
Pieris marginalis

*
White-lined Sphinx
Hyles lineata

*
Corn Earworm Moth
Helicoverpa zea

*
Salt Marsh Moth or Acrea Moth
Estigmene acrea

*
Labrador Carpet
Xanthorhoe labradorensis","Sara Orangetip
Anthocharis sara"
Silver Saltweed (Acmispon strigosus),Silver Saltweed (Acmispon strigosus),Silver Saltweed (Acmispon strigosus),Silver Saltweed (Acmispon strigosus),Silver Saltweed (Acmispon strigosus),Silver Saltweed (Acmispon strigosus),Silver Saltweed (Acmispon strigosus),Annual herb,1 - 3.3 ft tall,Green,,"Western Pygmy Blue
Brephidium exilis

*
Common Sootywing
Pholisora catullus

*
Mohave Sootywing
Hesperopsis libya

*
San Emigdio Blue
Plebejus emigdionis

*
White-lined Sphinx
Hyles lineata

*
Western Tussock Moth
Orgyia vetusta","Western Pygmy Blue
Brephidium exilis","Common Sootywing
Pholisora catullus"
Common Lippia (Atriplex argentea),Common Lippia (Atriplex argentea),Common Lippia (Atriplex argentea),Common Lippia (Atriplex argentea),Common Lippia (Atriplex argentea),Common Lippia (Atriplex argentea),Common Lippia (Atriplex argentea),Annual herb,0.1 - 1.6 ft tall,"Yellow, Orange, Red",,"*
Orange Sulphur
Colias eurytheme

*
Avalon Hairstreak
Strymon avalona

*
White-lined Sphinx
Hyles lineata","Orange Sulphur
Colias eurytheme","Avalon Hairstreak
Strymon avalona"
Beach Evening Primrose (Phyla nodiflora),Beach Evening Primrose (Phyla nodiflora),Beach Evening Primrose (Phyla nodiflora),Beach Evening Primrose (Phyla nodiflora),Beach Evening Primrose (Phyla nodiflora),Beach Evening Primrose (Phyla nodiflora),Beach Evening Primrose (Phyla nodiflora),Annual herb,0.49 - 2.6 ft tall,,"*
Common Sootywing
Pholisora catullus

*
Western Pygmy Blue
Brephidium exilis

*
Mohave Sootywing
Hesperopsis libya

*
San Emigdio Blue
Plebejus emigdionis

*
White-lined Sphinx
Hyles lineata

*
Western Tussock Moth
Orgyia vetusta","Common Sootywing
Pholisora catullus","Western Pygmy Blue
Brephidium exilis","Mohave Sootywing
Hesperopsis libya"
Ajuga Hedge Nettle (Camissoniopsis cheiranthifolia ssp. cheiranthifolia),Ajuga Hedge Nettle (Camissoniopsis cheiranthifolia ssp. cheiranthifolia),Ajuga Hedge Nettle (Camissoniopsis cheiranthifolia ssp. cheiranthifolia),Ajuga Hedge Nettle (Camissoniopsis cheiranthifolia ssp. cheiranthifolia),Ajuga Hedge Nettle (Camissoniopsis cheiranthifolia ssp. cheiranthifolia),Ajuga Hedge Nettle (Camissoniopsis cheiranthifolia ssp. cheiranthifolia),Ajuga Hedge Nettle (Camissoniopsis cheiranthifolia ssp. cheiranthifolia),Perennial herb,2.4 - 6 in tall,Spreading,Fast,White,,"Common Buckeye
Junonia coenia

Phaon Crescent
Phyciodes phaon

*
White-lined Sphinx
Hyles lineata

*
Subterranean Dart
Feltia subterranea"
Cliff Desertdandelion (Stachys ajugoides),Cliff Desertdandelion (Stachys ajugoides),Cliff Desertdandelion (Stachys ajugoides),Cliff Desertdandelion (Stachys ajugoides),Cliff Desertdandelion (Stachys ajugoides),Cliff Desertdandelion (Stachys ajugoides),Cliff Desertdandelion (Stachys ajugoides),"Annual herb, Perennial herb",Yellow,,"*
White-lined Sphinx
Hyles lineata

*
Pacific Green Sphinx Moth
Proserpinus lucidus

*
Phaeton Primrose Sphinx Moth
Euproserpinus phaeton

*
Ridings' Forester Moth
Alypia ridingsii

*
Clark's Day Sphinx Moth
Proserpinus clarkiae","White-lined Sphinx
Hyles lineata","Pacific Green Sphinx Moth
Proserpinus lucidus","Phaeton Primrose Sphinx Moth
Euproserpinus phaeton"
Bicolored Everlasting (Malacothrix saxatilis var. saxatilis),Bicolored Everlasting (Malacothrix saxatilis var. saxatilis),Bicolored Everlasting (Malacothrix saxatilis var. saxatilis),Bicolored Everlasting (Malacothrix saxatilis var. saxatilis),Bicolored Everlasting (Malacothrix saxatilis var. saxatilis),Bicolored Everlasting (Malacothrix saxatilis var. saxatilis),Bicolored Everlasting (Malacothrix saxatilis var. saxatilis),Perennial herb,0.33 - 1 ft tall,Pink,,"*
Variable Checkerspot
Euphydryas chalcedona

*
Variegated Fritillary
Euptoieta claudia

*
White-lined Sphinx
Hyles lineata

*
Bilobed Looper Moth
Megalographa biloba

*
Corn Earworm Moth
Helicoverpa zea

*
Garden Tortrix Moth
Clepsis peritana","Variable Checkerspot
Euphydryas chalcedona","Variegated Fritillary
Euptoieta claudia"
Silverscale (Pseudognaphalium biolettii),Silverscale (Pseudognaphalium biolettii),Silverscale (Pseudognaphalium biolettii),Silverscale (Pseudognaphalium biolettii),Silverscale (Pseudognaphalium biolettii),Silverscale (Pseudognaphalium biolettii),Silverscale (Pseudognaphalium biolettii),Perennial herb,2 ft tall,"Lavender, Yellow, White","Spring, Summer, Fall",,"*
White-lined Sphinx
Hyles lineata

*
Alfalfa Looper Moth
Autographa californica

*
Cucullia comstocki

*
Heliolonche joaquinensis","White-lined Sphinx
Hyles lineata"
Menzies' Fiddleneck (Atriplex argentea var. expansa),Menzies' Fiddleneck (Atriplex argentea var. expansa),Menzies' Fiddleneck (Atriplex argentea var. expansa),Menzies' Fiddleneck (Atriplex argentea var. expansa),Menzies' Fiddleneck (Atriplex argentea var. expansa),Menzies' Fiddleneck (Atriplex argentea var. expansa),Menzies' Fiddleneck (Atriplex argentea var. expansa),Perennial herb,4 ft tall,"Cream, White","Winter, Spring",,"*
American Lady
Vanessa virginiensis

*
White-lined Sphinx
Hyles lineata

*
Everlasting Tebenna Moth
Tebenna gnaphaliella

*
Hellinsia phoebus

*
Scrobipalpula psilella

*
Everlasting Bud Moth
Eublemma minima","American Lady
Vanessa virginiensis"
Chilean Cudweed (Amsinckia menziesii),Chilean Cudweed (Amsinckia menziesii),Chilean Cudweed (Amsinckia menziesii),Chilean Cudweed (Amsinckia menziesii),Chilean Cudweed (Amsinckia menziesii),Chilean Cudweed (Amsinckia menziesii),Chilean Cudweed (Amsinckia menziesii),Annual herb,0.49 - 2.6 ft tall,,"*
Common Sootywing
Pholisora catullus

*
Western Pygmy Blue
Brephidium exilis

*
Mohave Sootywing
Hesperopsis libya

*
San Emigdio Blue
Plebejus emigdionis

*
White-lined Sphinx
Hyles lineata

*
Western Tussock Moth
Orgyia vetusta","Common Sootywing
Pholisora catullus","Western Pygmy Blue
Brephidium exilis","Mohave Sootywing
Hesperopsis libya"
Broadfruit Bur-reed (Pseudognaphalium stramineum),Broadfruit Bur-reed (Pseudognaphalium stramineum),Broadfruit Bur-reed (Pseudognaphalium stramineum),Broadfruit Bur-reed (Pseudognaphalium stramineum),Broadfruit Bur-reed (Pseudognaphalium stramineum),Broadfruit Bur-reed (Pseudognaphalium stramineum),Broadfruit Bur-reed (Pseudognaphalium stramineum),Annual herb,0.7 - 3.9 ft tall,Upright,Fast,Yellow,"Spring, Winter","Goldfinches relish the seeds. Flowers earlier than many other annuals, providing key early season resources for pollinators."
Annual Hair Grass (Sparganium eurycarpum),Annual Hair Grass (Sparganium eurycarpum),Annual Hair Grass (Sparganium eurycarpum),Annual Hair Grass (Sparganium eurycarpum),Annual Hair Grass (Sparganium eurycarpum),Annual Hair Grass (Sparganium eurycarpum),Annual Hair Grass (Sparganium eurycarpum),Perennial herb,2.3 ft tall,"Cream, White","Spring, Summer, Fall",,"Cremastobombycia grindeliella

*
American Lady
Vanessa virginiensis

*
White-lined Sphinx
Hyles lineata

*
Everlasting Tebenna Moth
Tebenna gnaphaliella

*
Hellinsia phoebus

*
Scrobipalpula psilella",Cremastobombycia grindeliella
Whitetip Clover (Deschampsia danthonioides),Whitetip Clover (Deschampsia danthonioides),Whitetip Clover (Deschampsia danthonioides),Whitetip Clover (Deschampsia danthonioides),Whitetip Clover (Deschampsia danthonioides),Whitetip Clover (Deschampsia danthonioides),Whitetip Clover (Deschampsia danthonioides),Perennial herb,5 ft tall,Upright,Moderate,Green,,"*
White-lined Sphinx
Hyles lineata

*
Cattail Border Moth
Bellura obliqua"
Chufa Sedge (Trifolium variegatum),Chufa Sedge (Trifolium variegatum),Chufa Sedge (Trifolium variegatum),Chufa Sedge (Trifolium variegatum),Chufa Sedge (Trifolium variegatum),Chufa Sedge (Trifolium variegatum),Chufa Sedge (Trifolium variegatum),Grasses,1.3 - 2 ft tall,Upright,Moderate,Yellow,Spring,
Pygmy-weed (Cyperus esculentus),Pygmy-weed (Cyperus esculentus),Pygmy-weed (Cyperus esculentus),Pygmy-weed (Cyperus esculentus),Pygmy-weed (Cyperus esculentus),Pygmy-weed (Cyperus esculentus),Pygmy-weed (Cyperus esculentus),Annual herb,,"*
Gray Hairstreak
Strymon melinus

*
Orange Sulphur
Colias eurytheme

*
Southern Dogface
Zerene cesonia

*
Shasta Blue
Icaricia shasta

*
Greenish Blue
Icaricia saepiolus

*
Persius Duskywing
Erynnis persius","Gray Hairstreak
Strymon melinus","Orange Sulphur
Colias eurytheme","Southern Dogface
Zerene cesonia","Shasta Blue
Icaricia shasta"
Pink Cudweed (Crassula connata),Pink Cudweed (Crassula connata),Pink Cudweed (Crassula connata),Pink Cudweed (Crassula connata),Pink Cudweed (Crassula connata),Pink Cudweed (Crassula connata),Pink Cudweed (Crassula connata),Grasses,8.4 in tall,Upright,Fast,Green,Summer,
Indian Paintbrush (Pseudognaphalium ramosissimum),Indian Paintbrush (Pseudognaphalium ramosissimum),Indian Paintbrush (Pseudognaphalium ramosissimum),Indian Paintbrush (Pseudognaphalium ramosissimum),Indian Paintbrush (Pseudognaphalium ramosissimum),Indian Paintbrush (Pseudognaphalium ramosissimum),Indian Paintbrush (Pseudognaphalium ramosissimum),"Annual herb, Succulent",0.8 - 4 in tall,,"*
White-lined Sphinx
Hyles lineata

*
Yellowstriped Armyworm Moth
Spodoptera ornithogalli","White-lined Sphinx
Hyles lineata","Yellowstriped Armyworm Moth
Spodoptera ornithogalli",Carried by 1
Common Loosestrife (Castilleja affinis),Common Loosestrife (Castilleja affinis),Common Loosestrife (Castilleja affinis),Common Loosestrife (Castilleja affinis),Common Loosestrife (Castilleja affinis),Common Loosestrife (Castilleja affinis),Common Loosestrife (Castilleja affinis),Perennial herb,"Cream, White",,"*
American Lady
Vanessa virginiensis

*
White-lined Sphinx
Hyles lineata

*
Everlasting Tebenna Moth
Tebenna gnaphaliella

*
Hellinsia phoebus

*
Scrobipalpula psilella

*
Everlasting Bud Moth
Eublemma minima","American Lady
Vanessa virginiensis","White-lined Sphinx
Hyles lineata","Everlasting Tebenna Moth
Tebenna gnaphaliella"
Spike Rush (Lythrum californicum),Spike Rush (Lythrum californicum),Spike Rush (Lythrum californicum),Spike Rush (Lythrum californicum),Spike Rush (Lythrum californicum),Spike Rush (Lythrum californicum),Spike Rush (Lythrum californicum),"Perennial herb, Annual herb",2 ft tall,Upright,"Orange, Red, Yellow",Is a non-specific host to Leanira Checkerspot (Chlosyne leanira) and Chalcedon Checkerspot (Euphydryas chalcedona) butterflies. Also attracts many native bees.,"Leanira Checkerspot
Chlosyne leanira

Orange Tortrix Moth
Argyrotaenia franciscana

*
Common Buckeye
Junonia coenia

*
Variable Checkerspot
Euphydryas chalcedona

*
Northern Checkerspot
Chlosyne palla

*
Edith's Checkerspot
Euphydryas editha","Leanira Checkerspot
Chlosyne leanira"
Coast Live Oak (Eleocharis acicularis),Coast Live Oak (Eleocharis acicularis),Coast Live Oak (Eleocharis acicularis),Coast Live Oak (Eleocharis acicularis),Coast Live Oak (Eleocharis acicularis),Coast Live Oak (Eleocharis acicularis),Coast Live Oak (Eleocharis acicularis),Perennial herb,0.7 - 2 ft tall,Purple,,"*
White-lined Sphinx
Hyles lineata

*
Polyphemus moth
Antheraea polyphemus

*
Nevada Buckmoth
Hemileuca nevadensis

*
Glover's Silkmoth
Hyalophora gloveri","White-lined Sphinx
Hyles lineata","Polyphemus moth
Antheraea polyphemus"
Parry Spikeweed (Quercus agrifolia var. agrifolia),Parry Spikeweed (Quercus agrifolia var. agrifolia),Parry Spikeweed (Quercus agrifolia var. agrifolia),Parry Spikeweed (Quercus agrifolia var. agrifolia),Parry Spikeweed (Quercus agrifolia var. agrifolia),Parry Spikeweed (Quercus agrifolia var. agrifolia),Parry Spikeweed (Quercus agrifolia var. agrifolia),Grasses,5.9 - 8.4 in tall,Upright,Moderate,White,Summer,
Wingscale (Centromadia parryi),Wingscale (Centromadia parryi),Wingscale (Centromadia parryi),Wingscale (Centromadia parryi),Wingscale (Centromadia parryi),Wingscale (Centromadia parryi),Wingscale (Centromadia parryi),Tree,"19.7 - 82 ft tall
40 ft wide","Rounded, Upright",Moderate,Evergreen,"Cream, Green","The following butterflies use Oaks as host plant: California Sister, Propertius Duskywing, Mournful Duskywing, Golden Hairstreak, and Gold-Hunter's Hairstreak."
Menzies' Goldenbush (Atriplex canescens var. canescens),Menzies' Goldenbush (Atriplex canescens var. canescens),Menzies' Goldenbush (Atriplex canescens var. canescens),Menzies' Goldenbush (Atriplex canescens var. canescens),Menzies' Goldenbush (Atriplex canescens var. canescens),Menzies' Goldenbush (Atriplex canescens var. canescens),Menzies' Goldenbush (Atriplex canescens var. canescens),Annual herb,2.3 ft tall,,"*
White-lined Sphinx
Hyles lineata

*
Spotted Straw Sun Moth
Heliothis phloxiphaga

*
Cyclophora dataria","White-lined Sphinx
Hyles lineata","Spotted Straw Sun Moth
Heliothis phloxiphaga",Cyclophora dataria
Large Flowered Sand Spurry (Isocoma menziesii var. sedoides),Large Flowered Sand Spurry (Isocoma menziesii var. sedoides),Large Flowered Sand Spurry (Isocoma menziesii var. sedoides),Large Flowered Sand Spurry (Isocoma menziesii var. sedoides),Large Flowered Sand Spurry (Isocoma menziesii var. sedoides),Large Flowered Sand Spurry (Isocoma menziesii var. sedoides),Large Flowered Sand Spurry (Isocoma menziesii var. sedoides),Shrub,2.6 - 7 ft tall,,"*
Common Sootywing
Pholisora catullus

*
Western Pygmy Blue
Brephidium exilis

*
Mohave Sootywing
Hesperopsis libya

*
San Emigdio Blue
Plebejus emigdionis

*
White-lined Sphinx
Hyles lineata

*
Western Tussock Moth
Orgyia vetusta","Common Sootywing
Pholisora catullus","Western Pygmy Blue
Brephidium exilis","Mohave Sootywing
Hesperopsis libya"
