SearchResults
Search type: State,,,,
California,,,,
Accepted Symbol,Synonym Symbol,Scientific Name,Common Name,FIPS Code
PHTE,,Phacelia tetramera J.T. Howell,fourpart phacelia,US06
PHTH,,Phacelia thermalis Greene,heated phacelia,US06
PHUM2,,Phacelia umbrosa Greene,Colorado Desert phacelia,US06
PHVA,,Phacelia vallicola Congd. ex Brand,Mariposa phacelia,US06
PHVA2,,Phacelia vallis-mortae J. Voss,Death Valley phacelia,US06
PHVAH,,Phacelia vallis-mortae J. Voss var. heliophila (J.F. Macbr.) J. Voss,sunloving phacelia,US06
PHVAH,PHCIH,Phacelia cicutaria Greene var. heliophila (J.F. Macbr.) J.T. Howell,,US06
PHVAV2,,Phacelia vallis-mortae J. Voss var. vallis-mortae,Death Valley phacelia,US06
PHVI,,Phacelia viscida (Benth. ex Lindl.) Torr.,tacky phacelia,US06
PHALA,,Phalacroseris A. Gray,mock dandelion,US06
PHBO2,,Phalacroseris bolanderi A. Gray,Bolander's mock dandelion,US06
PHBOB,,Phalacroseris bolanderi A. Gray var. bolanderi,Bolander's mock dandelion,US06
PHBOC3,,Phalacroseris bolanderi A. Gray var. coronata H.M. Hall,Bolander's mock dandelion,US06
PHALA2,,Phalaris L.,canarygrass,US06
PHAN2,,Phalaris angusta Nees ex Trin.,timothy canarygrass,US06
PHAQ,PHTUS,Phalaris tuberosa L. var. stenoptera (Hack.) Hitchc.,,US06
PHAQ,PHTU,Phalaris tuberosa L.,,US06
PHAQ,PHST12,Phalaris stenoptera Hack.,,US06
PHAQ,,Phalaris aquatica L.,bulbous canarygrass,US06
PHAQ,PHTUH,Phalaris tuberosa L. var. hirtiglumis Batt. & Trabut,,US06
PHAR3,,Phalaris arundinacea L.,reed canarygrass,US06
PHAR3,PHARP3,Phalaroides arundinacea (L.) Raeusch. var. picta (L.) Tzvelev,,US06
PHAR3,PHAR15,Phalaroides arundinacea (L.) Raeusch.,,US06
PHAR3,PHARP,Phalaris arundinacea L. var. picta,,US06
PHBR3,,Phalaris brachystachys Link,shortspike canarygrass,US06
PHCA4,,Phalaris californica Hook. & Arn.,California canarygrass,US06
PHCA5,,Phalaris canariensis L.,annual canarygrass,US06
PHCA6,,Phalaris caroliniana Walter,Carolina canarygrass,US06
PHCO40,PHCA46,"Phalaris caerulescens Desf., orth. var.",,US06
PHCO40,,Phalaris coerulescens Desf.,sunolgrass,US06
PHLE3,,Phalaris lemmonii Vasey,Lemmon's canarygrass,US06
PHMI3,,Phalaris minor Retz.,littleseed canarygrass,US06
PHPA5,,Phalaris paradoxa L.,hood canarygrass,US06
PHPA5,PHPAP,Phalaris paradoxa L. var. praemorsa (Lam.) Coss. & Durieu,,US06
PHASE,,Phaseolus L.,bean,US06
PHFI3,,Phaseolus filiformis Benth.,slimjim bean,US06
PHFI3,PHWR,Phaseolus wrightii A. Gray,,US06
PHILA,,Philadelphus L.,mock orange,US06
PHIN32,PHIN21,"Philadelphus insignis Carrière, database artifact",,US06
PHIN32,,Philadelphus ×insignis Carrière (pro sp.) [lewisii × californicus],summer mock orange,US06
PHAR12,PHMIA4,Philadelphus microphyllus A. Gray ssp. argenteus (Rydb.) C.L. Hitchc.,,US06
PHAR12,,Philadelphus argenteus Rydb.,silver mock orange,US06
PHAR12,PHMIA3,Philadelphus microphyllus A. Gray var. argenteus (Rydb.) Kearney & Peebles,,US06
PHCA18,PHLEC,Philadelphus lewisii Pursh ssp. californicus (Benth.) Munz,,US06
PHCA18,,Philadelphus californicus Benth.,California mock orange,US06
PHCA18,PHGOC,Philadelphus gordonianus Lindl. var. columbianus (Koehne) Rehder,,US06
PHCO25,,Philadelphus confusus Piper,Piper's mock orange,US06
PHCO32,,Philadelphus cordifolius Lange,heartleaf mock orange,US06
PHLE4,,Philadelphus lewisii Pursh,Lewis' mock orange,US06
PHLE4,PHLEE,Philadelphus lewisii Pursh var. ellipticus Hu,,US06
PHLE4,PHGO4,Philadelphus gordonianus Lindl.,,US06
PHLE4,PHLEA,Philadelphus lewisii Pursh var. angustifolius (Rydb.) Hu,,US06
PHLE4,PHLEO,Philadelphus lewisii Pursh var. oblongifolius Hu,,US06
PHLE4,PHLEG2,Philadelphus lewisii Pursh var. gordonianus (Lindl.) Jeps.,,US06
PHLE4,PHLEG,Philadelphus lewisii Pursh ssp. gordonianus (Lindl.) Munz,,US06
PHLE4,PHLEP2,Philadelphus lewisii Pursh var. parvifolius Hu,,US06
PHLE4,PHLEH,Philadelphus lewisii Pursh var. helleri (Rydb.) Hu,,US06
PHLE4,PHLEI,Philadelphus lewisii Pursh var. intermedius (A. Nelson) Hu,,US06
PHLE4,PHLEP3,Philadelphus lewisii Pursh var. platyphyllus (Rydb.) Hu,,US06
PHMI4,,Philadelphus microphyllus A. Gray,littleleaf mock orange,US06
PHMI4,PHST10,Philadelphus stramineus Rydb.,,US06
PHMI4,PHMIL,Philadelphus microphyllus A. Gray var. linearis Hu,,US06
PHMI4,PHMIM2,Philadelphus microphyllus A. Gray var. minutus (Rydb.) Hu,,US06
PHMI4,PHMIO4,Philadelphus microphyllus A. Gray ssp. occidentalis (A. Nelson) C.L. Hitchc.,,US06
PHMI4,PHMIO2,Philadelphus microphyllus A. Gray var. ovatus Hu,,US06
PHMI4,PHMIS,Philadelphus microphyllus A. Gray ssp. stramineus (Rydb.) C.L. Hitchc.,,US06
PHMI4,PHMIO3,Philadelphus microphyllus A. Gray var. occidentalis (A. Nelson) Dorn,,US06
PHMI4,PHOCO,Philadelphus occidentalis A. Nelson var. occidentalis,,US06
PHMI4,PHMIT,Philadelphus microphyllus A. Gray ssp. typicus C.L. Hitchc.,,US06
PHMI4,PHOC2,Philadelphus occidentalis A. Nelson,,US06
PHOR4,,Philadelphus oreganus Nutt. ex Torr. & A. Gray,Oregon mock orange,US06
PHPU15,,Philadelphus pumilus Rydb.,dwarf mock orange,US06
PHPUO,,Philadelphus pumilus Rydb. var. ovatus Hu,dwarf mock orange,US06
PHPUP2,,Philadelphus pumilus Rydb. var. pumilus,dwarf mock orange,US06
PHPUP2,PHMIP,Philadelphus microphyllus A. Gray ssp. pumilus (Rydb.) C.L. Hitchc.,,US06
PHSE2,,Philadelphus serpyllifolius A. Gray,thymeleaf mock orange,US06
PHTR3,,Philadelphus trichothecus Hu,Columbian mock orange,US06
PHLEU,,Phleum L.,timothy,US06
PHAL2,PHCOA,Phleum commutatum Gaudin var. americanum (Fourn.) Hultén,,US06
PHAL2,PHALC2,Phleum alpinum L. var. commutatum (Gaudin) Griseb.,,US06
PHAL2,,Phleum alpinum L.,alpine timothy,US06
PHAL2,PHCO9,Phleum commutatum Gaudin,,US06
PHPR3,PHNO4,Phleum nodosum L.,,US06
PHPR3,,Phleum pratense L.,timothy,US06
PHPR3,PHPRN,Phleum pratense L. var. nodosum (L.) Huds.,,US06
PHPR3,PHPRN2,Phleum pratense L. ssp. nodosum (L.) Arcang.,,US06
PHLOM,,Phlomis L.,Jerusalem sage,US06
PHFR4,,Phlomis fruticosa L.,shrubby Jerusalem sage,US06
PHLOX,,Phlox L.,phlox,US06
PHAD2,,Phlox adsurgens Torr. ex A. Gray,northern phlox,US06
PHAU3,,Phlox austromontana Coville,mountain phlox,US06
PHAUA3,,Phlox austromontana Coville ssp. austromontana,mountain phlox,US06
PHAUA3,PHAUV,Phlox austromontana Coville ssp. vera Wherry,,US06
PHAUA3,PHAUL2,Phlox austromontana Coville var. lutescens S.L. Welsh,,US06
PHAUP,,Phlox austromontana Coville ssp. prostrata (E.E. Nelson) Wherry,prostrate mountain phlox,US06
PHAUP,PHAUP2,Phlox austromontana Coville var. prostrata E.E. Nelson,,US06
PHCA7,,Phlox caespitosa Nutt.,tufted phlox,US06
PHCA7,PHDO3,Phlox douglasii Hook.,,US06
PHCA7,PHCAE,Phlox caespitosa Nutt. ssp. eucaespitosa Brand,,US06
PHCA7,PHDOE,Phlox douglasii Hook. ssp. eudouglasii Brand,,US06
PHCO11,PHCAC4,Phlox caespitosa Nutt. ssp. condensata (A. Gray) Wherry,,US06
PHCO11,,Phlox condensata (A. Gray) E.E. Nelson,dwarf phlox,US06
PHCO12,,Phlox covillei E.E. Nelson,Coville's phlox,US06
PHDI3,,Phlox diffusa Benth.,spreading phlox,US06
PHDID2,PHAZ,Phlox azurea Glad. L. Sm.,,US06
PHDID2,,Phlox diffusa Benth. ssp. diffusa,spreading phlox,US06
PHDIS,,Phlox diffusa Benth. ssp. subcarinata Wherry,spreading phlox,US06
PHDIS,PHCY,Phlox cyanea Eastw.,,US06
PHDI4,,Phlox dispersa Sharsm.,High Sierra phlox,US06
PHDO2,,Phlox dolichantha A. Gray,Big Bear Valley phlox,US06
PHHI7,,Phlox hirsuta E.E. Nelson,Yreka phlox,US06
PHHI7,PHSTH2,Phlox stansburyi (Torr.) A. Heller var. hirsuta (E.E. Nelson) Jeps.,,US06
PHHO,,Phlox hoodii Richardson,spiny phlox,US06
PHHOC,PHCA24,Phlox canescens Torr. & A. Gray,,US06
PHHOC,,Phlox hoodii Richardson ssp. canescens (Torr. & A. Gray) Wherry,carpet phlox,US06
PHHOC,PHHOC2,Phlox hoodii Richardson var. canescens (Torr. & A. Gray) M. Peck,,US06
PHHOL,,Phlox hoodii Richardson ssp. lanata (Piper) Munz,carpet phlox,US06
PHHOL,PHLA7,Phlox lanata Piper,,US06
PHHOM,,Phlox hoodii Richardson ssp. muscoides (Nutt.) Wherry,musk phlox,US06
PHHOM,PHBR11,Phlox bryoides Nutt.,,US06
PHHOM,PHMU4,Phlox muscoides Nutt.,,US06
PHLO2,,Phlox longifolia Nutt.,longleaf phlox,US06
PHLOB,,Phlox longifolia Nutt. ssp. brevifolia (A. Gray) H. Mason,longleaf phlox,US06
PHLOB,PHGR17,Phlox grayi Wooton & Standl.,,US06
PHLOL2,PHLOC,Phlox longifolia Nutt. ssp. cortezana (A. Nelson) Wherry,,US06
PHLOL2,PHLOH,Phlox longifolia Nutt. ssp. humilis (Brand) Wherry,,US06
PHLOL2,PHGR9,Phlox grahamii Wherry,,US06
PHLOL2,,Phlox longifolia Nutt. ssp. longifolia,longleaf phlox,US06
PHLOL2,PHLOL5,Phlox longifolia Nutt. var. linearifolia (Hook.) Brand,,US06
PHLOL2,PHLOP2,Phlox longifolia Nutt. var. peberula E.E. Nelson,,US06
PHLOL2,PHLOC2,Phlox longifolia Nutt. ssp. calva Wherry,,US06
PHLOL2,PHLOT,Phlox longifolia Nutt. ssp. typica Wherry,,US06
PHPU5,PHSIP,Phlox sibirica L. ssp. pulvinata (Wherry) W.A. Weber,,US06
PHPU5,,Phlox pulvinata (Wherry) Cronquist,cushion phlox,US06
PHPU5,PHCAP,Phlox caespitosa Nutt. ssp. platyphylla Wherry,,US06
PHPU5,PHCAP2,Phlox caespitosa Nutt. ssp. pulvinata Wherry,,US06
PHRI5,,Phlox rigida Benth.,stiff phlox,US06
PHRI5,PHDOR,Phlox douglasii Hook. ssp. rigida (Benth.) Wherry,,US06
PHSP,,Phlox speciosa Pursh,showy phlox,US06
PHSPN2,PHSPN3,Phlox speciosa Pursh var. nitida Suksd.,,US06
PHSPN2,,Phlox speciosa Pursh ssp. nitida (Suksd.) Wherry,showy phlox,US06
PHSPO,,Phlox speciosa Pursh ssp. occidentalis (Durand ex Torr.) Wherry,showy phlox,US06
PHSPO,PHSPO2,Phlox speciosa Pursh var. occidentalis (Durand ex Torr.) M. Peck,,US06
PHST11,,Phlox stansburyi (Torr.) A. Heller,cold-desert phlox,US06
PHSTS3,PHLOS2,Phlox longifolia Nutt. var. stansburyi (Torr.) A. Gray,,US06
PHSTS3,PHSTB,Phlox stansburyi (Torr.) A. Heller var. brevifolia (A. Gray) E.E. Nelson,,US06
PHSTS3,,Phlox stansburyi (Torr.) A. Heller ssp. stansburyi,cold-desert phlox,US06
PHSTS3,PHSTE,Phlox stansburyi (Torr.) A. Heller ssp. eustansburyi Brand,,US06
PHSTS4,,Phlox stansburyi (Torr.) A. Heller ssp. superba (Brand) Wherry,cold-desert phlox,US06
PHSTS4,PHSU5,Phlox superba Brand,,US06
PHVI10,,Phlox viridis E.E. Nelson,green phlox,US06
PHVIC3,,Phlox viridis E.E. Nelson ssp. compacta (Brand) Wherry,green phlox,US06
PHVIC3,PHLOC3,Phlox longifolia Nutt. ssp. compacta (Brand) Wherry,,US06
PHVIL2,PHLOL4,Phlox longifolia Nutt. var. longipes (M.E. Jones) M. Peck,,US06
PHVIL2,,Phlox viridis E.E. Nelson ssp. longipes (M.E. Jones) Wherry,green phlox,US06
PHVIL2,PHLOL,Phlox longifolia Nutt. ssp. longipes (M.E. Jones) Wherry,,US06
PHVIL2,PHLOP,Phlox longifolia Nutt. var. puberula E.E. Nelson,,US06
PHOEN,,Phoenicaulis Nutt.,phoenicaulis,US06
PHCH,PHCHG,Phoenicaulis cheiranthoides Nutt. ssp. glabra (Jeps.) Abrams,,US06
PHCH,,Phoenicaulis cheiranthoides Nutt.,wallflower phoenicaulis,US06
PHCH,PHCHL,Phoenicaulis cheiranthoides Nutt. var. lanuginosa (S. Watson) Rollins,,US06
PHCH,PHCHG2,Phoenicaulis cheiranthoides Nutt. var. glabra Jeps.,,US06
PHCH,PHCHL2,Phoenicaulis cheiranthoides Nutt. ssp. lanuginosa (S. Watson) Abrams,,US06
PHOEN2,,Phoenix L.,date palm,US06
PHCA13,,Phoenix canariensis hort. ex Chabaud,Canary Island date palm,US06
PHDA4,,Phoenix dactylifera L.,date palm,US06
PHOLI,,Pholisma Nutt. ex Hook.,pholisma,US06
PHAR5,,Pholisma arenarium Nutt. ex Hook.,desert christmas tree,US06
PHAR5,PHDE7,Pholisma depressum Greene,,US06
PHAR5,PHPA12,Pholisma paniculatum Templeton,,US06
PHSO,,Pholisma sonorae (Torr. ex A. Gray) Yatsk.,sandfood,US06
PHSO,AMSO,Ammobroma sonorae Torr. ex A. Gray,,US06
PHOLI2,,Pholistoma Lilja,fiestaflower,US06
PHAU4,,Pholistoma auritum (Lindl.) Lilja,blue fiestaflower,US06
PHAUA,,Pholistoma auritum (Lindl.) Lilja var. arizonicum (M.E. Jones) Constance,Arizona fiestaflower,US06
PHAUA2,,Pholistoma auritum (Lindl.) Lilja var. auritum,blue fiestaflower,US06
PHME3,,Pholistoma membranaceum (Benth.) Constance,white fiestaflower,US06
PHRA5,,Pholistoma racemosum (Nutt. ex A. Gray) Constance,racemed fiestaflower,US06
PHORA,,Phoradendron Nutt.,mistletoe,US06
PHCA8,PHCAL,Phoradendron californicum Nutt. var. leucocarpum (Trel.) Jeps.,,US06
PHCA8,,Phoradendron californicum Nutt.,mesquite mistletoe,US06
PHCA8,PHCAD,Phoradendron californicum Nutt. var. distans Trel.,,US06
PHDE14,PHBOD2,Phoradendron bolleanum (Seem.) Eichl. ssp. densum (Torr. ex Trel.) Wiens,,US06
PHDE14,,Phoradendron densum Torr. ex Trel.,dense mistletoe,US06
PHDE14,PHBOD3,Phoradendron bolleanum (Seem.) Eichl. var. densum (Torr. ex Trel.) Fosberg,,US06
PHJU,,Phoradendron juniperinum Engelm. ex A. Gray,juniper mistletoe,US06
PHJU,PHJUL,Phoradendron juniperinum Engelm. ex A. Gray var. ligatum (Trel.) Fosberg,,US06
PHJU,PHLI5,Phoradendron ligatum Trel.,,US06
PHLI4,PHJUL2,Phoradendron juniperinum Engelm. ex A. Gray ssp. libocedri (Engelm.) Wiens,,US06
PHLI4,PHJUL3,Phoradendron juniperinum Engelm. ex A. Gray var. libocedri Engelm.,,US06
PHLI4,,Phoradendron libocedri (Engelm.) Howell,incense cedar mistletoe,US06
PHMA18,,Phoradendron macrophyllum (Engelm.) Cockerell,Colorado Desert mistletoe,US06
PHMAM2,,Phoradendron macrophyllum (Engelm.) Cockerell ssp. macrophyllum,Colorado Desert mistletoe,US06
PHMAM2,PHTOM2,Phoradendron tomentosum (DC.) Engelm. ex A. Gray var. macrophyllum (Engelm.) L.D. Benson,,US06
PHMAM2,PHCO31,Phoradendron coloradense Trel.,,US06
PHMAM2,PHTOM,Phoradendron tomentosum (DC.) Engelm. ex A. Gray ssp. macrophyllum (Engelm.) Wiens,,US06
PHMAM2,PHFLM,Phoradendron flavescens (Pursh) Nutt. ex A. Gray. var. macrophyllum Engelm.,,US06
PHMAM2,PHLO10,Phoradendron longispicum Trel.,,US06
PHPA17,PHBOP2,Phoradendron bolleanum (Seem.) Eichl. ssp. pauciflorum (Torr.) Wiens,,US06
PHPA17,PHBOP3,Phoradendron bolleanum (Seem.) Eichl. var. pauciflorum (Torr.) Fosberg,,US06
PHPA17,,Phoradendron pauciflorum Torr.,fir mistletoe,US06
PHVI9,,Phoradendron villosum (Nutt.) Nutt.,Pacific mistletoe,US06
PHVI9,PHFLV,Phoradendron flavescens (Pursh) Nutt. ex A. Gray. var. villosum (Nutt.) Engelm.,,US06
PHOTI,,Photinia Lindl.,chokeberry,US06
PHDA5,,Photinia davidiana (Decne.) Cardot,Chinese photinia,US06
PHRAG,,Phragmites Adans.,reed,US06
PHAU7,PHCO15,Phragmites communis Trin.,,US06
PHAU7,PHAUB,Phragmites australis (Cav.) Trin. ex Steud. var. berlandieri (Fourn.) C.F. Reed,,US06
PHAU7,,Phragmites australis (Cav.) Trin. ex Steud.,common reed,US06
PHAU7,PHCOB,Phragmites communis Trin. ssp. berlandieri (Fourn.) Á. Löve & D. Löve,,US06
PHAU7,PHCOB2,Phragmites communis Trin. var. berlandieri (Fourn.) Fernald,,US06
PHAU7,PHPH4,"Phragmites phragmites (L.) Karst., nom. inval.",,US06
PHAUA6,,"Phragmites australis (Cav.) Trin. ex Steud. ssp. americanus Saltonst., P.M. Peterson & Soreng",American common reed,US06
PHAUA6,PHAM15,"Phragmites americanus (Saltonst., P.M. Peterson, & Soreng) A. Haines",,US06
PHAUA7,,Phragmites australis (Cav.) Trin. ex Steud. ssp. australis,European common reed,US06
PHAUB2,,Phragmites australis (Cav.) Trin. ex Steud. ssp. berlandieri (E. Fourn.) Saltonst. & Hauber,subtropical common reed,US06
PHRYM,,Phryma L.,phryma,US06
PHLE5,PHLEC2,Phryma leptostachya L. var. confertifolia Fernald,,US06
PHLE5,,Phryma leptostachya L.,American lopseed,US06
PHYLA,,Phyla Lour.,fogfruit,US06
PHCA49,LICA30,Lippia canescens Kunth,,US06
PHCA49,LINOC2,Lippia nodiflora (L.) Michx. var. canescens (Kunth) Kuntze,,US06
PHCA49,PHNOC,Phyla nodiflora (L.) Greene var. canescens (Kunth) Moldenke,,US06
PHCA49,,Phyla canescens (Kunth) Greene,hairy fogfruit,US06
PHCA49,LINOR2,Lippia nodiflora (L.) Michx. var. rosea (D. Don) Munz,,US06
PHCA49,PHNOT,Phyla nodiflora (L.) Greene var. texensis Moldenke,,US06
PHCU3,,Phyla cuneifolia (Torr.) Greene,wedgeleaf,US06
PHCU3,LICU,Lippia cuneifolia (Torr.) Steud.,,US06
PHLA3,LILAR,Lippia lanceolata Michx. var. recognita Fernald & Grisc.,,US06
PHLA3,,Phyla lanceolata (Michx.) Greene,lanceleaf fogfruit,US06
PHLA3,PHLAR,Phyla lanceolata (Michx.) Greene var. recognita (Fernald & Grisc.) Soper,,US06
PHLA3,LILA10,Lippia lanceolata Michx.,,US06
PHNO2,LIIN6,Lippia incisa (Small) Tidestr.,,US06
PHNO2,,Phyla nodiflora (L.) Greene,turkey tangle fogfruit,US06
PHNO2,PHIN6,Phyla incisa Small,,US06
PHNO2,LINOR,Lippia nodiflora (L.) Michx. var. reptans (Kunth) Kuntze,,US06
PHNO2,LINO2,Lippia nodiflora (L.) Michx.,,US06
PHNO2,LIRE9,Lippia reptans Kunth,,US06
PHNO2,PHNOI,Phyla nodiflora (L.) Greene var. incisa (Small) Moldenke,,US06
PHNO2,PHNOR,Phyla nodiflora (L.) Greene var. reptans (Kunth) Moldenke,,US06
PHNO2,PHNOL,Phyla nodiflora (L.) Greene var. longifolia Moldenke,,US06
PHNO2,PHNOR2,Phyla nodiflora (L.) Greene var. repens (Spreng.) Moldenke,,US06
PHNO2,PHNON3,Phyla nodiflora (L.) Greene var. nodiflora,,US06
PHNO2,PHNOR3,Phyla nodiflora (L.) Greene var. rosea (D. Don) Moldenke,,US06
PHYLL3,,Phyllodoce Salisb.,mountainheath,US06
PHBR4,,Phyllodoce breweri (A. Gray) A. Heller,purple mountainheath,US06
PHEM,,Phyllodoce empetriformis (Sm.) D. Don,pink mountainheath,US06
PHYLL4,,Phyllospadix Hook.,surfgrass,US06
PHSC2,,Phyllospadix scouleri Hook.,Scouler's surfgrass,US06
PHTO,,Phyllospadix torreyi S. Watson,Torrey's surfgrass,US06
PHYLL6,,Phyllostachys Siebold & Zucc.,bamboo,US06
PHAU8,,Phyllostachys aurea Carrière ex A. Rivière & C. Rivière,golden bamboo,US06
PHBA80,,Phyllostachys bambusoides Siebold & Zucc.,Japanese timber bamboo,US06
PHYSA,,Physalis L.,groundcherry,US06
PHAC6,,Physalis acutifolia (Miers) Sandw.,sharpleaf groundcherry,US06
PHAC6,PHWR3,Physalis wrightii A. Gray,,US06
PHAN5,,Physalis angulata L.,cutleaf groundcherry,US06
PHAN5,PHANA2,Physalis angulata L. var. angulata,,US06
PHAN5,PHANL2,Physalis angulata L. var. lanceifolia (Nees) Waterf.,,US06
PHAN5,PHLA18,Physalis lanceifolia Nees,,US06
PHAN5,PHANP,Physalis angulata L. var. pendula (Rydb.) Waterf.,,US06
PHAN5,PHPE11,Physalis pendula Rydb.,,US06
PHCI4,,Physalis cinerascens (Dunal) Hitchc.,smallflower groundcherry,US06
PHCIC3,PHMOC,Physalis mollis Nutt. var. cinerascens (Dunal) A. Gray,,US06
PHCIC3,PHVIC5,Physalis viscosa L. var. cinerascens (Dunal) Waterf.,,US06
PHCIC3,,Physalis cinerascens (Dunal) Hitchc. var. cinerascens,smallflower groundcherry,US06
PHCIC3,PHMOP,Physalis mollis Nutt. var. parvifolia Rydb.,,US06
PHCIC3,PHPEC,Physalis pensylvanica L. var. cinerascens Dunal,,US06
PHCIC3,PHVIY,Physalis viscosa L. var. yucatanensis Waterf.,,US06
PHCIC3,PHSA9,Physalis saltillensis Fernald,,US06
PHCIC3,PHPES,Physalis pensylvanica L. var. sinuatodentata Dunal,,US06
PHCO22,,Physalis cordata Mill.,heartleaf groundcherry,US06
PHCO22,PHPUG3,Physalis pubescens L. var. glabra (Michx.) Waterf.,,US06
PHCO22,PHBAO,Physalis barbadensis Jacq. var. obscura (Michx.) Rydb.,,US06
PHCO22,PHBAG,Physalis barbadensis Jacq. var. glabra (Michx.) Fernald,,US06
PHCR4,,Physalis crassifolia Benth.,yellow nightshade groundcherry,US06
PHCRC4,,Physalis crassifolia Benth. var. crassifolia,yellow nightshade groundcherry,US06
PHCRC4,PHCRC2,Physalis crassifolia Benth. var. cardiophylla (Torr.) A. Gray,,US06
PHCRC4,PHGR7,Physalis greenei Vasey & Rose,,US06
PHCRV,,Physalis crassifolia Benth. var. versicolor (Rydb.) Waterf.,yellow nightshade groundcherry,US06
PHCRV,PHVE7,Physalis versicolor Rydb.,,US06
PHGR22,,Physalis grisea (Waterf.) M. Martínez,strawberry-tomato,US06
PHGR22,PHPUG2,Physalis pubescens L. var. grisea Waterf.,,US06
PHGR22,PHPR11,Physalis pruinosa sensu Rydb.,,US06
PHHE4,,Physalis hederifolia A. Gray,ivyleaf groundcherry,US06
PHHEF,,Physalis hederifolia A. Gray var. fendleri (A. Gray) Cronquist,Fendler's groundcherry,US06
PHHEF,PHFE,Physalis fendleri A. Gray,,US06
PHHEF,PHFEC2,Physalis fendleri A. Gray var. cordifolia,,US06
PHHEF,PHHEC2,Physalis hederifolia A. Gray var. cordifolia (A. Gray) Waterf.,,US06
PHHEH2,PHHEP,Physalis hederifolia A. Gray var. puberula,,US06
PHHEH2,,Physalis hederifolia A. Gray var. hederifolia,ivyleaf groundcherry,US06
PHHEP2,,Physalis hederifolia A. Gray var. palmeri (A. Gray) Cronquist,Palmer's groundcherry,US06
PHHEP2,PHPA18,Physalis palmeri A. Gray,,US06
PHLO4,,Physalis longifolia Nutt.,longleaf groundcherry,US06
PHLOL3,PHPUS2,Physalis pumila Nutt. var. sonorae Torr.,,US06
PHLOL3,,Physalis longifolia Nutt. var. longifolia,longleaf groundcherry,US06
PHLOL3,PHVIS3,Physalis virginiana Mill. var. sonorae (Torr.) Waterf.,,US06
PHLOL3,PHRI6,Physalis rigida Pollard & Ball,,US06
PHLOS,PHSU8,Physalis subglabrata Mack. & Bush,,US06
PHLOS,,Physalis longifolia Nutt. var. subglabrata (Mack. & Bush) Cronquist,longleaf groundcherry,US06
PHLOS,PHMA14,Physalis macrophysa Rydb.,,US06
PHLOS,PHVIS4,Physalis virginiana Mill. var. subglabrata (Mack. & Bush) Waterf.,,US06
PHMO9,,Physalis mollis Nutt.,field groundcherry,US06
PHMOM2,,Physalis mollis Nutt. var. mollis,field groundcherry,US06
PHMOM2,PHVIM3,Physalis viscosa L. ssp. mollis (Nutt.) Waterf.,,US06
PHPE4,,Physalis peruviana L.,Peruvian groundcherry,US06
PHPE4,PHED3,Physalis edulis Sims,,US06
PHPH2,,Physalis philadelphica Lam.,Mexican groundcherry,US06
PHPHI,,Physalis philadelphica Lam. var. immaculata Waterf.,Mexican groundcherry,US06
PHPHI,PHIX,Physalis ixocarpa auct. non Brot. ex Hornem.,,US06
PHPU7,,Physalis pubescens L.,husk tomato,US06
PHPUI,PHPR7,Physalis pruinosa auct. non L.,,US06
PHPUI,,Physalis pubescens L. var. integrifolia (Dunal) Waterf.,husk tomato,US06
PHYSA2,,Physaria (Nutt. ex Torr. & A. Gray) A. Gray,twinpod,US06
PHCH2,,Physaria chambersii Rollins,Chambers' twinpod,US06
PHCH2,PHCHS,Physaria chambersii Rollins var. sobolifera S.L. Welsh,,US06
PHYSO,,Physocarpus (Camb.) Raf.,ninebark,US06
PHAL7,,Physocarpus alternans (M.E. Jones) J.T. Howell,dwarf ninebark,US06
PHALA6,,Physocarpus alternans (M.E. Jones) J.T. Howell ssp. alternans,dwarf ninebark,US06
PHALA7,,Physocarpus alternans (M.E. Jones) J.T. Howell ssp. annulatus J.T. Howell,dwarf ninebark,US06
PHALP,,Physocarpus alternans (M.E. Jones) J.T. Howell ssp. panamintensis J.T. Howell,dwarf ninebark,US06
PHCA11,PHOPT,Physocarpus opulifolius (L.) Maxim. var. tomentellus (Ser.) B. Boivin,,US06
PHCA11,,Physocarpus capitatus (Pursh) Kuntze,Pacific ninebark,US06
PHYTO,,Phytolacca L.,pokeweed,US06
PHAM4,,Phytolacca americana L.,American pokeweed,US06
PHAMA3,,Phytolacca americana L. var. americana,American pokeweed,US06
PHAMA3,PHDE9,Phytolacca decandra L.,,US06
PHHE21,PHHE8,"Phytolacca heteropetala H. Walt., database artifact",,US06
PHHE21,,Phytolacca heterotepala H. Walt.,Mexican pokeweed,US06
PHIC,,Phytolacca icosandra L.,tropical pokeweed,US06
PICEA,,Picea A. Dietr.,spruce,US06
PIBR,,Picea breweriana S. Watson,Brewer spruce,US06
PIEN,,Picea engelmannii Parry ex Engelm.,Engelmann spruce,US06
PIENE,PIGLE2,Picea glauca (Moench) Voss var. engelmannii (Parry ex Engelm.) B. Boivin,,US06
PIENE,,Picea engelmannii Parry ex Engelm. var. engelmannii,Engelmann spruce,US06
