SearchResults
Search type: State,,,,
California,,,,
Accepted Symbol,Synonym Symbol,Scientific Name,Common Name,FIPS Code
ADAL,ADPEA,Adiantum pedatum L. var. aleuticum Rupr.,,US06
ADAL,ADPEC,Adiantum pedatum L. ssp. calderi Cody,,US06
ADAL,ADPEA2,Adiantum pedatum L. ssp. aleuticum (Rupr.) Calder & Roy L. Taylor,,US06
ADAL,ADPES2,Adiantum pedatum L. var. subpumilum W.H. Wagner,,US06
ADAL,ADPES,Adiantum pedatum L. ssp. subpumilum (W.H. Wagner) Lellinger,,US06
ADCA,,Adiantum capillus-veneris L.,common maidenhair,US06
ADCA,ADCAP,Adiantum capillus-veneris L. var. protrusum Fernald,,US06
ADCA,ADCAM,Adiantum capillus-veneris L. var. modestum (Underw.) Fernald,,US06
ADCA,ADMO2,Adiantum modestum Underw.,,US06
ADJO,,Adiantum jordanii C.H. Mull.,California maidenhair,US06
ADSH,,Adiantum shastense Huiet & A.R. Sm.,Shasta maidenhair,US06
ADOLP,,Adolphia Meisn.,prickbush,US06
ADCA2,,Adolphia californica S. Watson,California prickbush,US06
ADONI,,Adonis L.,pheasant's eye,US06
ADAE,,Adonis aestivalis L.,summer pheasant's eye,US06
ADAE,ADAEC,Adonis aestivalis L. var. citrina Hoffm.,,US06
AEGIL,,Aegilops L.,goatgrass,US06
AECY,AECYR,Aegilops cylindrica Host var. rubiginosa Popova,,US06
AECY,AETA3,Aegilops tauschii auct. non Coss.,,US06
AECY,,Aegilops cylindrica Host,jointed goatgrass,US06
AECY,TRCY3,"Triticum cylindricum (Host) Ces., Pass. & Gibelli",,US06
AECY,CYCY5,Cylindropyrum cylindricum (Host) Á. Löve,,US06
AEGE,AEOV2,Aegilops ovata L. p.p.,,US06
AEGE,,Aegilops geniculata Roth,ovate goatgrass,US06
AEGE,TROV4,Triticum ovatum (L.) Gren. & Godr. p.p.,,US06
AENE2,,Aegilops neglecta Req. ex Bertol.,three-awned goatgrass,US06
AETA2,,Aegilops tauschii Coss.,Tausch's goatgrass,US06
AETA2,AESQ2,Aegilops squarrosa auct.,,US06
AETR,,Aegilops triuncialis L.,barbed goatgrass,US06
AETR,AESQ,Aegilops squarrosa L.,,US06
AETR,TRPE19,Triticum persicum (Boiss.) Aitch. & Hemsl.,,US06
AETR,TRTR5,Triticum triunciale (L.) Raspail,,US06
AEGOP2,,Aegopogon Humb. & Bonpl. ex Willd.,relaxgrass,US06
AECE,,Aegopogon cenchroides Humb. & Bonpl.,relaxgrass,US06
AEONI,,Aeonium Webb & Bethel.,aeonium,US06
AEAR4,,Aeonium arboreum (L.) Webb & Berthel.,tree aenium,US06
AEAR4,AEARA,Aeonium arboreum (L.) Webb & Berthel. var. arboreum,,US06
AEHA2,,Aeonium haworthii Webb & Bethel.,Haworth's aeonium,US06
AESCH,,Aeschynomene L.,jointvetch,US06
AERU,,Aeschynomene rudis Benth.,zigzag jointvetch,US06
AESCU,,Aesculus L.,buckeye,US06
AECA,,Aesculus californica (Spach) Nutt.,California buckeye,US06
AGAPA2,,Agapanthus L'Hér.,agapanthus,US06
AGPR5,,Agapanthus praecox Willd.,African-lily,US06
AGAST,,Agastache Clayton ex Gronov.,giant hyssop,US06
AGPA2,,Agastache parvifolia Eastw.,smallleaf giant hyssop,US06
AGUR,,Agastache urticifolia (Benth.) Kuntze,nettleleaf giant hyssop,US06
AGURG,,Agastache urticifolia (Benth.) Kuntze var. glaucifolia (A. Heller) Cronquist,nettleleaf giant hyssop,US06
AGURU,,Agastache urticifolia (Benth.) Kuntze var. urticifolia,nettleleaf giant hyssop,US06
AGAVE,,Agave L.,agave,US06
AGAM,,Agave americana L.,American century plant,US06
AGAMA,AGAMS,Agave americana L. var. striata Trel.,,US06
AGAMA,AGAMM,Agave americana L. var. marginata Trel.,,US06
AGAMA,,Agave americana L. ssp. americana,American century plant,US06
AGAMA,AGAMM2,Agave americana L. var. mediopicta Trel.,,US06
AGAME,,Agave americana L. ssp. americana var. expansa (Jacobi) Gentry,American century plant,US06
AGDE,,Agave deserti Engelm.,desert agave,US06
AGDED,,Agave deserti Engelm. ssp. deserti,desert agave,US06
AGDED,AGCO7,Agave consociata Trel.,,US06
AGDES,AGDES3,Agave deserti Engelm. var. simplex (Gentry) W.C. Hodgson & Reveal,,US06
AGDES,,Agave deserti Engelm. ssp. simplex Gentry,desert agave,US06
AGSH,,Agave shawii Engelm.,coastal agave,US06
AGUT,,Agave utahensis Engelm.,Utah agave,US06
AGUTE,,Agave utahensis Engelm. var. eborispina (Hester) Breitung,Utah agave,US06
AGUTN,,Agave utahensis Engelm. var. nevadensis Engelm. ex Greenm. & Roush,Nevada agave,US06
AGERA2,,Ageratina Spach,snakeroot,US06
AGAD2,EUAD2,Eupatorium adenophorum Spreng.,,US06
AGAD2,,Ageratina adenophora (Spreng.) R.M. King & H. Rob.,sticky snakeroot,US06
AGAD2,EUGL8,"Eupatorium glandulosum Kunth, non Michx.",,US06
AGHE5,,Ageratina herbacea (A. Gray) R.M. King & H. Rob.,fragrant snakeroot,US06
AGHE5,EUHE7,Eupatorium herbaceum (A. Gray) Greene,,US06
AGOC2,,Ageratina occidentalis (Hook.) R.M. King & H. Rob.,western snakeroot,US06
AGOC2,EUOC5,Eupatorium occidentale Hook.,,US06
AGSH2,EUSH,Eupatorium shastense D.W. Taylor & Stebbins,,US06
AGSH2,,Ageratina shastensis (D.W. Taylor & Stebbins) R.M. King & H. Rob.,Shasta snakeroot,US06
AGERA,,Ageratum L.,whiteweed,US06
AGCO,,Ageratum conyzoides L.,tropical whiteweed,US06
AGNOR,,Agnorhiza (Jeps.) W.A. Weber,mule-ears,US06
AGBO4,BABO3,Balsamorhiza bolanderi A. Gray,,US06
AGBO4,,Agnorhiza bolanderi (A. Gray) W.A. Weber,Bolander's mule-ears,US06
AGBO4,WYBO,Wyethia bolanderi (A. Gray) W.A. Weber,,US06
AGEL8,,Agnorhiza elata (H.M. Hall) W.A. Weber,Hall's mule-ears,US06
AGEL8,WYEL,Wyethia elata H.M. Hall,,US06
AGIN8,,Agnorhiza invenusta (Greene) W.A. Weber,Coville's mule-ears,US06
AGIN8,WYIN,Wyethia invenusta (Greene) W.A. Weber,,US06
AGOV,WYOV,Wyethia ovata Torr. & A. Gray ex Torr.,,US06
AGOV,,Agnorhiza ovata (Torr. & A. Gray ex Torr.) W.A. Weber,southern mule-ears,US06
AGRE8,WYRE,Wyethia reticulata Greene,,US06
AGRE8,,Agnorhiza reticulata (Greene) W.A. Weber,El Dorado mule-ears,US06
AGOSE,,Agoseris Raf.,agoseris,US06
AGDA3,,Agoseris ×dasycarpa Greene (pro sp.) [glauca var. glauca × monticola],agoseris,US06
AGAP2,,Agoseris apargioides (Less.) Greene,woolly goat chicory,US06
AGAPA,AGHI4,Agoseris hirsuta (Hook.) Greene,,US06
AGAPA,,Agoseris apargioides (Less.) Greene var. apargioides,woolly goat chicory,US06
AGAPA,TRAP2,Troximon apargioides Less.,,US06
AGAPE,,Agoseris apargioides (Less.) Greene var. eastwoodiae (Fedde) Munz,woolly goat chicory,US06
AGAPE,AGEA,Agoseris eastwoodiae Fedde,,US06
AGAPM,AGAPM2,Agoseris apargioides (Less.) Greene ssp. maritima (Sheldon) Q. Jones,,US06
AGAPM,AGMA4,Agoseris maritima Sheldon,,US06
AGAPM,,Agoseris apargioides (Less.) Greene var. maritima (Sheldon) Q. Jones ex Cronquist,woolly goat chicory,US06
AGAU2,,Agoseris aurantiaca (Hook.) Greene,orange agoseris,US06
AGAUA,,Agoseris aurantiaca (Hook.) Greene var. aurantiaca,orange agoseris,US06
AGAUA,AGGR7,Agoseris graminifolia Greene,,US06
AGAUA,AGRO2,Agoseris rostrata Rydb.,,US06
AGAUA,TRAU8,Troximon aurantiacum Hook.,,US06
AGEL,STEL4,Stylopappus elatus Nutt.,,US06
AGEL,,Agoseris elata (Nutt.) Greene,tall agoseris,US06
AGGL,,Agoseris glauca (Pursh) Raf.,pale agoseris,US06
AGGLG,,Agoseris glauca (Pursh) Raf. var. glauca,pale agoseris,US06
AGGLG,AGTU3,Agoseris turbinata Rydb.,,US06
AGGLG,TRGL7,Troximon glaucum Pursh,,US06
AGGLL,TRPA12,Troximon parviflorum Nutt.,,US06
AGGLL,,Agoseris glauca (Pursh) Raf. var. laciniata (D.C. Eaton) Smiley,false agoseris,US06
AGGLL,AGPA14,Agoseris parviflora (Nutt.) Greene,,US06
AGGLL,AGAR5,Agoseris arizonica Greene,,US06
AGGLL,MAGLL,Macrorhynchus glaucus (Pursh) D.C. Eaton var. laciniatus D.C. Eaton,,US06
AGGLL,AGGLP,Agoseris glauca (Pursh) Raf. var. parviflora (Nutt.) Rydb.,,US06
AGGLM,,Agoseris glauca (Pursh) Raf. var. monticola (Greene) Q. Jones ex Cronquist,pale agoseris,US06
AGGLM,AGMO5,Agoseris monticola Greene,,US06
AGGR,AGPL3,Agoseris plebeja (Greene) Greene,,US06
AGGR,TRGR13,Troximon grandiflorum Nutt.,,US06
AGGR,AGLA6,Agoseris laciniata (Nutt.) Greene,,US06
AGGR,,Agoseris grandiflora (Nutt.) Greene,bigflower agoseris,US06
AGGR,AGGRL,Agoseris grandiflora (Nutt.) Greene var. leptophylla G.I. Baird,,US06
AGHE2,,Agoseris heterophylla (Nutt.) Greene,annual agoseris,US06
AGHEC,,Agoseris heterophylla (Nutt.) Greene var. crenulata Jeps.,annual agoseris,US06
AGHEH,AGHEK,Agoseris heterophylla (Nutt.) Greene var. kymapleura Greene,,US06
AGHEH,,Agoseris heterophylla (Nutt.) Greene var. heterophylla,annual agoseris,US06
AGHEH,AGHEC2,Agoseris heterophylla (Nutt.) Greene ssp. californica (Nutt.) Piper,,US06
AGHEH,AGHEC3,Agoseris heterophylla (Nutt.) Greene var. cryptopleura Jeps.,,US06
AGHEH,MAHE4,Macrorhynchus heterophyllus Nutt.,,US06
AGHEH,AGHEN,Agoseris heterophylla (Nutt.) Greene ssp. normalis Piper,,US06
AGHET,,Agoseris heterophylla (Nutt.) Greene var. turgida (H.M. Hall) Jeps.,annual agoseris,US06
AGRE,,Agoseris retrorsa (Benth.) Greene,spearleaf agoseris,US06
AGRE,MARE7,Macrorhynchus retrorsus Benth.,,US06
AGRIM,,Agrimonia L.,agrimony,US06
AGEU,,Agrimonia eupatoria L.,churchsteeples,US06
AGGR2,,Agrimonia gryposepala Wallr.,tall hairy agrimony,US06
AGROP2,,Agropyron Gaertn.,wheatgrass,US06
AGCR,,Agropyron cristatum (L.) Gaertn.,crested wheatgrass,US06
AGCRP8,AGCR3,Agropyron cristatiforme Sarkar,,US06
AGCRP8,AGPE5,Agropyron pectiniforme Roem. & Schult.,,US06
AGCRP8,,Agropyron cristatum (L.) Gaertn. ssp. pectinatum (M. Bieb.) Tzvelev,crested wheatgrass,US06
AGCRP8,AGPE6,Agropyron pectinatum (M. Bieb.) P. Beauv.,,US06
AGDE2,,Agropyron desertorum (Fisch. ex Link) Schult.,desert wheatgrass,US06
AGDE2,AGCRD,Agropyron cristatum (L.) Gaertn. ssp. desertorum (Fisch. ex Link) Á. Löve,,US06
AGDE2,AGCRD2,Agropyron cristatum (L.) Gaertn. var. desertorum (Fisch. ex Link) Dorn,,US06
AGROS,,Agrostemma L.,corncockle,US06
AGGI,,Agrostemma githago L.,common corncockle,US06
AGROS2,,Agrostis L.,bentgrass,US06
AGAV,,Agrostis avenacea J.F. Gmel.,Pacific bentgrass,US06
AGAV,LAFI3,Lachnagrostis filiformis (G. Forst.) Trin.,,US06
AGAV,AGRE5,Agrostis retrofracta Willd.,,US06
AGBL,AGBLM,Agrostis blasdalei Hitchc. var. marinensis Crampton,,US06
AGBL,,Agrostis blasdalei Hitchc.,Blasdale bentgrass,US06
AGBL,AGBR3,Agrostis breviculmis auct. non Hitchc.,,US06
AGCA5,AGSY2,Agrostis sylvatica Huds.,,US06
AGCA5,AGTEA,Agrostis tenuis Sibth. var. aristata (Parnell) Druce,,US06
AGCA5,,Agrostis capillaris L.,colonial bentgrass,US06
AGCA5,AGTE,Agrostis tenuis Sibth.,,US06
AGCA5,AGTEH,Agrostis tenuis Sibth. var. hispida (Willd.) Philipson,,US06
AGCA5,AGVU2,Agrostis vulgaris With.,,US06
AGCA5,AGTEP,Agrostis tenuis Sibth. var. pumila (L.) Druce,,US06
AGCA11,,Agrostis castellana Boiss. & Reuter,bentgrass,US06
AGCL2,,Agrostis clivicola Crampton,coastal bluff bentgrass,US06
AGCLC,,Agrostis clivicola Crampton var. clivicola,coastal bluff bentgrass,US06
AGCLP,,Agrostis clivicola Crampton var. punta-reyesensis,Point Reyes bentgrass,US06
AGDE7,,Agrostis densiflora Vasey,California bentgrass,US06
AGDE7,AGCA3,Agrostis californica Trin.,,US06
AGDE7,AGGL3,Agrostis glomerata auct. non (J. Presl) Kunth,,US06
AGEL4,AGEX2,Agrostis exigua Thurb.,,US06
AGEL4,,Agrostis elliottiana Schult.,Elliott's bentgrass,US06
AGEX,AGAS4,Agrostis asperifolia Trin.,,US06
AGEX,AGAM2,Agrostis ampla Hitchc.,,US06
AGEX,AGAE2,Agrostis aenea Trin.,,US06
AGEX,,Agrostis exarata Trin.,spike bentgrass,US06
AGEX,AGLOA,Agrostis longiligula Hitchc. var. australis J.T. Howell,,US06
AGEX,AGEXM,Agrostis exarata Trin. var. minor Hook.,,US06
AGEX,AGEXM2,Agrostis exarata Trin. var. monolepis (Torr.) Hitchc.,,US06
AGEX,AGAL2,Agrostis alaskana Hultén,,US06
AGEX,AGMIM,Agrostis microphylla Steud. var. major Vasey,,US06
AGEX,AGEXM3,Agrostis exarata Trin. ssp. minor (Hook.) C.L. Hitchc.,,US06
AGEX,AGEXP,Agrostis exarata Trin. var. purpurascens Hultén,,US06
AGEX,AGEXP2,Agrostis exarata Trin. var. pacifica Vasey,,US06
AGEX,AGLO2,Agrostis longiligula Hitchc.,,US06
AGEX,AGME,Agrostis melaleuca (Trin.) Hitchc.,,US06
AGGI2,AGAL3,Agrostis alba auct. non L.,,US06
AGGI2,,Agrostis gigantea Roth,redtop,US06
AGGI2,AGNI,Agrostis nigra With.,,US06
AGGI2,AGGID,Agrostis gigantea Roth var. dispar (Michx.) Philipson,,US06
AGGI2,AGSTG,Agrostis stolonifera L. ssp. gigantea (Roth) Schübl. & G. Martens,,US06
AGGI2,AGSTM,Agrostis stolonifera L. var. major (Gaudin) Farw.,,US06
AGHA2,AGHAP,Agrostis hallii Vasey var. pringlei (Scribn.) Hitchc.,,US06
AGHA2,,Agrostis hallii Vasey,Hall's bentgrass,US06
AGHE3,,Agrostis hendersonii Hitchc.,Henderson's bentgrass,US06
AGHE3,AGAR2,Agrostis aristiglumis Swallen,,US06
AGHE3,AGMIH,Agrostis microphylla Steud. var. hendersonii (Hitchc.) Beetle,,US06
AGHO,,Agrostis hooveri Swallen,Hoover's bentgrass,US06
AGHU,POTH3,Podagrostis thurberiana (Hitchc.) Hultén,,US06
AGHU,POHU,Podagrostis humilis (Vasey) Björkman,,US06
AGHU,,Agrostis humilis Vasey,alpine bentgrass,US06
AGHU,AGTH2,Agrostis thurberiana Hitchc.,,US06
AGID,,Agrostis idahoensis Nash,Idaho bentgrass,US06
AGID,AGBOR,Agrostis borealis Hartm. var. recta (Hartm.) B. Boivin,,US06
AGID,AGCL4,Agrostis clavata auct. non Trin.,,US06
AGID,AGFI3,Agrostis filicumis M.E. Jones,,US06
AGLA,,Agrostis lacuna-vernalis P.M. Peterson & R. J. Soreng,vernal pool bentgrass,US06
AGMI3,,Agrostis microphylla Steud.,small-leaf bentgrass,US06
AGMI3,AGIN7,Agrostis inflata Scribn.,,US06
AGMI3,AGMII,Agrostis microphylla Steud. var. intermedia Beetle,,US06
AGOR,,Agrostis oregonensis Vasey,Oregon bentgrass,US06
AGPA8,,Agrostis pallens Trin.,seashore bentgrass,US06
AGPA8,AGDI,Agrostis diegoensis Vasey,,US06
AGPA8,AGPAV,Agrostis pallens Trin. var. vaseyi H. St. John,,US06
AGPA8,AGLE2,Agrostis lepida Hitchc.,,US06
AGPA9,,Agrostis pauzhetica Prob.,Thermal Bent,US06
AGPE,,Agrostis perennans (Walter) Tuck.,upland bentgrass,US06
AGPE,AGAL8,Agrostis altissima (Walter) Tuck.,,US06
AGPE,AGSC6,Agrostis schweinitzii Trin.,,US06
AGPE,AGEL5,Agrostis elata (Pursh) Trin.,,US06
AGPE,AGOR3,Agrostis oreophila Trin.,,US06
AGPE,AGPEA,Agrostis perennans (Walter) Tuck. var. aestivalis Vasey,,US06
AGPE,COPE7,Cornucopiae perennans Walter,,US06
AGPE,AGPEE,Agrostis perennans (Walter) Tuck. var. elata (Pursh) Hitchc.,,US06
AGSC5,AGSCG,Agrostis scabra Willd. var. geminata (Trin.) Swallen,,US06
AGSC5,AGGE2,Agrostis geminata Trin.,,US06
AGSC5,,Agrostis scabra Willd.,rough bentgrass,US06
AGSC5,AGHYG,"Agrostis hyemalis (Walter) Britton, Sterns & Poggenb. var. geminata (Trin.) Hitchc.",,US06
AGSC5,AGHYT,"Agrostis hyemalis (Walter) Britton, Sterns & Poggenb. var. tenuis (Tuck.) Gleason",,US06
AGSC5,AGSCS,Agrostis scabra Willd. var. septentrionalis Fernald,,US06
AGSC5,AGSCS4,Agrostis scabra Willd. ssp. septentrionalis (Fernald) Á. Löve & D. Löve,,US06
AGSC5,AGHYS,"Agrostis hyemalis (Walter) Britton, Sterns & Poggenb. var. scabra (Willd.) Blomquist",,US06
AGST2,AGPA17,Agrostis palustris Huds.,,US06
AGST2,,Agrostis stolonifera L.,creeping bentgrass,US06
AGST2,AGMA10,Agrostis maritima Lam.,,US06
AGST2,AGALP,Agrostis alba L. var. palustris (Huds.) Pers.,,US06
AGST2,AGSTP,Agrostis stolonifera L. var. palustris (Huds.) Farw.,,US06
AGST2,AGALS,Agrostis alba L. var. stolonifera (L.) Sm.,,US06
AGST2,AGSTC,Agrostis stolonifera L. var. compacta Hartm.,,US06
AGVA,,Agrostis variabilis Rydb.,mountain bentgrass,US06
AGVA,AGRO7,Agrostis rossiae auct. non Vasey,,US06
AILAN,,Ailanthus Desf.,ailanthus,US06
AIAL,TOAL4,Toxicodendron altissimum Mill.,,US06
AIAL,,Ailanthus altissima (Mill.) Swingle,tree of heaven,US06
AIAL,AIGL,Ailanthus glandulosa Desf.,,US06
AIRA,,Aira L.,hairgrass,US06
AICA,,Aira caryophyllea L.,silver hairgrass,US06
AICAC2,,Aira caryophyllea L. var. caryophyllea,silver hairgrass,US06
AICAC2,ASCA22,Aspris caryophyllea (L.) Nash,,US06
AICAC3,AICU,Aira cupaniana Guss.,,US06
AICAC3,,Aira caryophyllea L. var. cupaniana (Guss.) Fiori,silver hairgrass,US06
AIEL4,AICA3,"Aira capillaris Host, non Savi",,US06
AIEL4,AICAC,Aira caryophyllea L. var. capillaris (Host) Mutel,,US06
AIEL4,,Aira elegans Willd. ex Kunth,annual silver hairgrass,US06
AIEL4,AIELA,Aira elegans Willd. ex Kunth ssp. ambigua (Arcang.) Holub,,US06
AIEL4,AIEL2,Aira elegantissima Schur,,US06
AIEL4,ASCA23,Aspris capillaris (Host) Hitchc.,,US06
AIPR,,Aira praecox L.,yellow hairgrass,US06
AIPR,ASPR14,Aspris praecox (L.) Nash,,US06
ALBIZ,,Albizia Durazz.,albizia,US06
ALJU,,Albizia julibrissin Durazz.,silktree,US06
ALLE,MILE6,Mimosa lebbeck L.,,US06
ALLE,,Albizia lebbeck (L.) Benth.,woman's tongue,US06
ALCEA,,Alcea L.,hollyhock,US06
ALRO3,ALRO4,Althaea rosea (L.) Cav.,,US06
ALRO3,,Alcea rosea L.,hollyhock,US06
ALRO3,ALFI9,Alcea ficifolia L.,,US06
ALHAG,,Alhagi Gagnebin,alhagi,US06
ALMA12,,Alhagi maurorum Medik.,camelthorn,US06
ALMA12,ALPS3,Alhagi pseudalhagi (M. Bieb.) Desv. ex B. Keller & Schaparenko,,US06
ALMA12,ALCA,Alhagi camelorum Fisch.,,US06
ALICI,,Aliciella Brand,aliciella,US06
ALHU6,,Aliciella hutchinsifolia (Rydb.) J.M. Porter,desert pale gilia,US06
ALHU6,GIHU,Gilia hutchinsifolia Rydb.,,US06
ALHU6,GILER,Gilia leptomeria A. Gray ssp. rubella (Brand) H. Mason & A.D. Grant,,US06
ALLA13,,Aliciella latifolia (S. Watson) J.M. Porter,broad-leaf gilia,US06
ALLAL3,,Aliciella latifolia (S. Watson) J.M. Porter ssp. latifolia,broadleaf gilia,US06
ALLAL3,GILA2,Gilia latifolia S. Watson,,US06
ALLAL3,GILAL3,Gilia latifolia S. Watson var. latifolia,,US06
ALLE7,,Aliciella leptomeria (A. Gray) J.M. Porter,sand gilia,US06
ALLE7,GILE3,Gilia leptomeria A. Gray,,US06
ALLO6,,Aliciella lottiae (Day) J.M. Porter,Lott's gilia,US06
ALLO6,GILO3,Gilia lottiae Day,,US06
ALMI10,GILEM2,Gilia leptomeria A. Gray var. micromeria (A. Gray) Cronquist,,US06
ALMI10,,Aliciella micromeria (A. Gray) J.M. Porter,dainty gilia,US06
ALMI10,GILEM3,Gilia leptomeria A. Gray ssp. micromeria (A. Gray) H. Mason & A.D. Grant,,US06
ALMI10,GIMI4,Gilia micromeria A. Gray,,US06
ALRI3,GIRI2,Gilia ripleyi Barneby,,US06
ALRI3,,Aliciella ripleyi (Barneby) J.M. Porter,Ripley's gilia,US06
ALSU10,GISU2,Gilia subacaulis Rydb.,,US06
ALSU10,,Aliciella subacaulis (Rydb.) J.M. Porter & L.A. Johnson,pinyon gilia,US06
ALTR14,GITR4,Gilia triodon Eastw.,,US06
ALTR14,,Aliciella triodon (Eastw.) Brand,coyote gilia,US06
ALISM,,Alisma L.,water plantain,US06
ALGR,,Alisma gramineum Lej.,narrowleaf water plantain,US06
ALGR,ALGRG3,Alisma gramineum Lej. var. graminifolium (Wahlenb.) A.J. Hendricks,,US06
ALGR,ALGRG2,Alisma gramineum Lej. var. geyeri (Torr.) Lam.,,US06
ALGR,ALLA5,Alisma lanceolatum A. Gray,,US06
ALGR,ALGE3,Alisma geyeri Torr.,,US06
ALGR,ALGRA,Alisma gramineum Lej. var. angustissimum (DC.) A.J. Hendricks,,US06
ALGR,ALGRW,Alisma gramineum Lej. var. wahlenbergii auct. non (Holmb.) Raymond & Kucyniak,,US06
ALLA2,,Alisma lanceolatum With.,lanceleaf water plantain,US06
ALSU,ALPLS,Alisma plantago-aquatica L. ssp. subcordatum (Raf.) Hultén,,US06
ALSU,ALPLP,Alisma plantago-aquatica L. var. parviflorum (Pursh) Torr.,,US06
ALSU,,Alisma subcordatum Raf.,American water plantain,US06
ALTR7,ALPLB2,Alisma plantago-aquatica L. var. brevipes (Greene) Vict.,,US06
ALTR7,,Alisma triviale Pursh,northern water plantain,US06
ALTR7,ALPLA,Alisma plantago-aquatica L. var. americanum Schult.,,US06
ALTR7,ALBR10,Alisma brevipes Greene,,US06
ALTR7,ALPLB,Alisma plantago-aquatica L. ssp. brevipes (Greene) Sam.,,US06
ALLEN,,Allenrolfea Kuntze,allenrolfea,US06
ALOC2,,Allenrolfea occidentalis (S. Watson) Kuntze,iodinebush,US06
ALOC2,HAOC,Halostachys occidentalis S. Watson,,US06
ALLIO,,Allionia L.,windmills,US06
ALIN,,Allionia incarnata L.,trailing windmills,US06
ALINN,,Allionia incarnata L. var. nudata (Standl.) Munz,trailing windmills,US06
ALINV2,,Allionia incarnata L. var. villosa (Standl.) B.L. Turner,trailing windmills,US06
ALLIU,,Allium L.,onion,US06
ALAB2,,Allium abramsii (Ownbey & Aase) McNeal,Abrams' allium,US06
ALAB2,ALFIA,Allium fimbriatum S. Watson var. abramsii Ownbey & Aase,,US06
ALAC4,,Allium acuminatum Hook.,tapertip onion,US06
ALAC4,ALACC,Allium acuminatum Hook. var. cuspidatum Fernald,,US06
ALAM,,Allium ampeloprasum L.,broadleaf wild leek,US06
ALAM,ALAMA2,Allium ampeloprasum L. var. ampeloprasum,,US06
ALAM2,ALAT2,Allium attenuifolium Kellogg,,US06
ALAM2,ALOC6,Allium occidentale A. Gray,,US06
ALAM2,,Allium amplectens Hook.,narrowleaf onion,US06
ALAM2,ALMO7,Allium monospermum Jeps.,,US06
ALAN,,Allium anceps Kellogg,twinleaf onion,US06
ALAT,,Allium atrorubens S. Watson,darkred onion,US06
ALATA,,Allium atrorubens S. Watson var. atrorubens,darkred onion,US06
ALATC,ALCR13,Allium cristatum S. Watson,,US06
ALATC,ALATI3,Allium atrorubens S. Watson var. inyoensis (M.E. Jones) Ownbey & Aase,,US06
ALATC,ALATI2,Allium atrorubens S. Watson ssp. inyoensis (M.E. Jones) Traub,,US06
ALATC,,Allium atrorubens S. Watson var. cristatum (S. Watson) McNeal,darkred onion,US06
ALATC,ALNEC,Allium nevadense S. Watson var. cristatum (S. Watson) Ownbey,,US06
ALATC,ALIN4,Allium inyonis M.E. Jones,,US06
ALBI2,,Allium bisceptrum S. Watson,twincrest onion,US06
ALBIB,,Allium bisceptrum S. Watson var. bisceptrum,twincrest onion,US06
ALBO,,Allium bolanderi S. Watson,Bolander's onion,US06
ALBOB,,Allium bolanderi S. Watson var. bolanderi,Bolander's onion,US06
ALBOM,,Allium bolanderi S. Watson var. mirabile (L.F. Hend.) McNeal,Bolander's onion,US06
ALBOM,ALMI3,Allium mirabile L.F. Hend.,,US06
ALBOS,,Allium bolanderi S. Watson var. stenanthum (E. Drew) Jeps.,Bolander's onion,US06
ALBOS,ALST5,Allium stenanthum E. Drew,,US06
ALBU,,Allium burlewii Davidson,Burlew's onion,US06
ALBU,ALJO,Allium johnstonii M.E. Jones ex Jeps.,,US06
ALCA2,,Allium campanulatum S. Watson,dusky onion,US06
ALCA2,ALBI4,Allium bidwelliae S. Watson,,US06
ALCA2,ALAU2,Allium austinae M.E. Jones,,US06
ALCA2,ALCAB,Allium campanulatum S. Watson var. bidwelliae (S. Watson) Jeps.,,US06
ALCE,ALCEP,Allium cepa L. var. proliferum (Moench) Regel,,US06
ALCE,ALCEA2,Allium cepa L. var. aggregatum G. Don,,US06
ALCE,ALCES,Allium cepa L. var. solaninum Alef.,,US06
ALCE,,Allium cepa L.,garden onion,US06
ALCE,ALCEC,Allium cepa L. var. cepa,,US06
ALCE,ALCEM,Allium cepa L. var. multiplicans L.H. Bailey,,US06
ALCR3,,Allium cratericola Eastw.,Cascade onion,US06
ALCR3,ALPAB,Allium parvum Kellogg var. brucae M.E. Jones,,US06
ALCR3,ALPAJ,Allium parvum Kellogg var. jacintense Munz,,US06
ALCR5,,Allium crispum Greene,crinkled onion,US06
ALCR5,ALPEC,Allium peninsulare Lemmon ex Greene var. crispum (Greene) Jeps.,,US06
ALDE6,,Allium denticulatum (Ownbey & Aase) McNeal,toothed onion,US06
ALDE6,ALFID,Allium fimbriatum S. Watson var. denticulatum Ownbey & Aase,,US06
ALDI10,ALFID2,Allium fimbriatum S. Watson var. diabolense Ownbey & Aase,,US06
ALDI10,,Allium diabolense (Ownbey & Aase) McNeal,serpentine onion,US06
ALDI2,,Allium dichlamydeum Greene,coastal onion,US06
ALFA3,ALBR8,Allium breweri S. Watson,,US06
ALFA3,,Allium falcifolium Hook. & Arn.,scytheleaf onion,US06
ALFI2,,Allium fimbriatum S. Watson,fringed onion,US06
ALFIF,,Allium fimbriatum S. Watson var. fimbriatum,fringed onion,US06
ALFIM,,Allium fimbriatum S. Watson var. mohavense (Tidestr.) Jeps.,Mojave fringed onion,US06
ALFIM,ALFIM3,Allium fimbriatum S. Watson ssp. mohavense (Tidestr.) Traub & Ownbey,,US06
ALFIM,ALMO8,Allium mohavense Tidestr.,,US06
ALFIP2,,Allium fimbriatum S. Watson var. purdyi (Eastw.) Ownbey & Aase,Purdy's fringed onion,US06
